Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
Area 3840,25.26,30.75,28.0,73.75,52.48,0,6322,11.52,1,1,1,0,0
Area 3841,22.97,33.71,28.34,12.81,87.08,1,7908,12.44,1,1,0,0,1
Area 3842,15.49,29.03,22.26,51.21,87.7,0,2161,10.58,0,1,1,0,1
Area 3843,22.13,29.55,25.84,27.91,84.11,1,2663,10.7,0,0,0,1,1
Area 3844,21.12,34.88,28.0,16.12,68.18,1,2903,12.83,1,1,1,0,1
Area 3845,17.42,22.61,20.01,42.63,72.35,0,6309,10.68,1,1,0,0,0
Area 3846,24.85,37.17,31.01,13.1,83.48,0,2393,10.54,0,0,1,0,0
Area 3847,29.57,43.9,36.73,69.9,78.79,0,1725,13.91,0,1,1,1,1
Area 3848,23.43,35.0,29.22,45.62,71.5,1,5909,10.06,0,0,0,0,1
Area 3849,25.72,35.11,30.42,53.11,89.11,1,671,11.3,0,1,0,1,1
Area 3850,16.03,21.48,18.75,14.64,74.28,0,7499,10.14,0,1,1,0,1
Area 3851,21.27,35.47,28.37,13.98,88.77,0,2500,13.35,1,1,1,0,0
Area 3852,16.75,26.45,21.6,58.34,42.87,0,8674,12.33,0,1,0,0,0
Area 3853,24.19,29.48,26.84,98.5,46.95,0,5929,10.19,1,0,0,1,0
Area 3854,29.08,40.98,35.03,9.63,62.57,1,1183,12.46,0,0,0,1,1
Area 3855,24.93,34.75,29.84,28.57,59.24,0,2049,10.49,0,0,0,0,0
Area 3856,16.15,22.4,19.27,86.95,79.14,1,5630,11.98,0,1,1,1,1
Area 3857,20.32,27.46,23.89,7.23,48.03,1,5302,12.68,0,1,1,1,1
Area 3858,23.26,28.9,26.08,87.59,88.8,1,5530,10.59,0,0,0,1,1
Area 3859,21.05,31.79,26.42,52.43,55.75,0,3597,11.99,1,1,1,0,0
Area 3860,27.5,38.72,33.11,40.83,61.45,0,5596,11.83,1,0,0,1,0
Area 3861,27.22,37.28,32.25,30.97,53.74,0,5030,13.66,1,1,0,1,0
Area 3862,24.18,37.35,30.76,29.71,68.97,1,3494,13.98,1,1,0,1,1
Area 3863,20.6,34.21,27.41,30.58,42.93,0,9495,12.62,0,1,0,0,0
Area 3864,18.83,29.99,24.41,88.48,47.48,0,873,13.42,1,0,0,0,0
Area 3865,16.59,21.72,19.15,72.38,77.29,1,7893,12.59,1,0,0,1,1
Area 3866,20.32,32.28,26.3,66.97,49.33,0,2697,13.51,0,0,1,0,0
Area 3867,21.2,30.38,25.79,79.87,51.78,0,9695,11.73,1,1,0,0,0
Area 3868,25.14,35.79,30.47,25.71,79.65,0,8081,12.43,0,0,0,0,0
Area 3869,24.87,36.36,30.62,61.8,44.67,0,3161,13.38,0,1,1,0,0
Area 3870,16.05,24.55,20.3,46.01,61.87,0,3425,13.67,0,1,1,1,1
Area 3871,20.93,35.1,28.01,78.24,41.15,0,1503,10.1,1,0,0,1,0
Area 3872,17.73,24.07,20.9,30.93,57.34,1,3420,10.42,1,0,0,0,0
Area 3873,17.35,29.07,23.21,64.32,74.95,1,7339,13.72,1,1,0,1,1
Area 3874,27.41,32.45,29.93,88.22,44.51,0,6749,12.27,0,0,0,1,0
Area 3875,15.63,29.88,22.75,40.22,84.42,1,7520,13.96,0,0,0,1,1
Area 3876,21.29,27.41,24.35,6.66,85.47,0,7239,13.17,1,1,0,1,0
Area 3877,17.52,23.47,20.5,51.61,45.25,0,969,13.27,0,1,0,0,0
Area 3878,28.19,36.52,32.35,34.6,89.54,1,6542,11.54,0,1,1,1,1
Area 3879,23.36,32.09,27.72,67.22,54.88,0,9375,11.03,0,0,0,1,0
Area 3880,18.47,25.61,22.04,95.1,44.21,0,1073,12.39,0,1,1,0,0
Area 3881,22.54,33.39,27.96,48.56,40.25,0,9517,13.52,1,1,0,1,0
Area 3882,25.97,35.4,30.69,46.62,60.43,0,1288,12.9,1,0,0,0,0
Area 3883,29.37,34.71,32.04,65.46,71.49,0,5247,11.89,0,1,1,1,1
Area 3884,18.31,26.5,22.4,10.35,56.61,1,3543,13.01,0,1,0,0,1
Area 3885,28.29,41.4,34.84,25.35,81.84,0,5784,12.76,0,0,0,1,0
Area 3886,29.01,40.91,34.96,91.9,75.83,1,1421,13.65,0,0,1,0,1
Area 3887,28.75,41.0,34.87,66.99,57.51,0,2123,11.05,1,1,1,0,0
Area 3888,24.53,36.51,30.52,1.34,76.72,0,6840,10.48,0,0,1,0,0
Area 3889,24.45,32.56,28.5,20.46,87.02,0,5568,11.88,0,1,0,0,0
Area 3890,21.05,27.04,24.05,68.28,44.65,0,538,11.44,0,1,1,0,0
Area 3891,26.29,34.01,30.15,76.44,55.31,1,264,13.9,0,1,0,0,1
Area 3892,22.97,36.29,29.63,83.99,63.17,0,5778,10.03,1,0,0,1,0
Area 3893,25.16,39.97,32.56,29.22,64.9,0,7935,13.73,0,1,0,0,0
Area 3894,21.43,31.37,26.4,93.1,67.11,0,3437,13.82,0,0,1,0,0
Area 3895,25.97,31.07,28.52,55.29,55.03,0,3450,10.2,0,0,1,0,0
Area 3896,27.37,33.77,30.57,69.65,73.36,0,1087,13.56,1,1,1,0,0
Area 3897,17.2,25.42,21.31,59.67,72.25,0,2629,11.88,1,1,1,1,0
Area 3898,27.49,38.28,32.89,12.27,68.89,0,4712,13.06,0,0,0,0,0
Area 3899,23.1,28.86,25.98,96.31,45.69,0,3945,10.32,1,0,1,0,0
Area 3900,27.67,42.1,34.89,12.29,63.85,1,5856,13.82,1,0,1,0,0
Area 3901,21.47,30.12,25.79,25.49,57.81,0,8205,12.43,0,1,1,1,1
Area 3902,20.69,34.81,27.75,81.36,64.55,1,1426,13.59,1,1,0,0,1
Area 3903,28.73,41.53,35.13,61.86,86.09,0,8319,12.69,0,0,1,0,0
Area 3904,18.77,31.32,25.04,83.81,64.03,0,7024,12.15,1,0,1,1,0
Area 3905,27.66,38.73,33.2,51.57,40.7,0,4693,10.69,0,0,0,1,0
Area 3906,22.26,33.53,27.89,37.7,61.94,0,6762,10.71,0,1,0,1,0
Area 3907,22.71,34.09,28.4,92.18,81.03,0,293,11.89,1,0,0,1,0
Area 3908,19.63,30.91,25.27,3.63,79.0,0,8883,13.48,0,0,1,1,0
Area 3909,23.6,34.13,28.86,85.61,65.67,0,2589,10.46,0,1,0,0,0
Area 3910,19.88,34.74,27.31,23.08,52.49,1,6501,13.99,1,1,0,0,1
Area 3911,15.59,27.91,21.75,84.87,63.25,1,8404,13.5,1,1,1,1,1
Area 3912,19.08,31.85,25.46,13.92,68.19,1,9609,11.57,1,1,1,0,1
Area 3913,15.1,28.82,21.96,58.02,89.99,0,1837,11.01,0,1,1,0,1
Area 3914,29.68,36.83,33.25,88.81,72.21,0,2161,13.69,0,1,1,1,1
Area 3915,29.49,35.32,32.41,47.35,74.71,0,9982,10.49,0,0,1,1,0
Area 3916,20.93,30.76,25.84,74.66,64.57,0,6383,11.39,0,1,1,0,0
Area 3917,25.93,36.07,31.0,80.47,57.72,0,9686,10.34,0,0,1,1,0
Area 3918,20.19,33.48,26.83,73.65,80.65,0,6940,13.81,0,0,1,1,0
Area 3919,25.07,34.5,29.79,92.53,64.75,0,3659,12.47,0,1,0,0,0
Area 3920,27.08,37.79,32.44,44.68,89.73,1,5561,11.34,0,1,0,0,1
Area 3921,29.2,39.47,34.34,17.31,62.86,1,7699,11.1,0,0,1,1,1
Area 3922,21.0,26.39,23.69,4.78,43.4,0,3983,11.78,1,1,1,0,0
Area 3923,26.75,37.9,32.33,24.65,74.13,0,3351,10.37,0,0,1,1,0
Area 3924,18.99,32.27,25.63,14.32,42.33,1,5153,13.56,0,0,1,1,1
Area 3925,29.85,36.43,33.14,55.79,52.53,0,3114,12.04,0,1,0,1,0
Area 3926,15.39,26.33,20.86,18.49,57.69,0,1228,12.9,0,1,0,0,0
Area 3927,24.05,34.99,29.52,3.89,76.97,0,6965,10.93,0,1,1,0,1
Area 3928,24.89,31.53,28.21,3.6,64.71,0,6572,12.01,0,1,1,0,0
Area 3929,25.32,31.56,28.44,83.16,41.43,0,7516,10.84,1,0,1,0,0
Area 3930,16.81,31.61,24.21,59.14,70.84,1,1796,13.26,0,0,0,0,1
Area 3931,29.08,38.02,33.55,35.81,60.57,0,8424,13.1,0,1,0,0,0
Area 3932,17.72,24.99,21.35,89.42,86.09,0,7507,10.59,0,0,0,0,0
Area 3933,24.34,31.05,27.7,7.02,64.98,0,7345,10.3,0,1,0,0,0
Area 3934,18.34,30.02,24.18,98.03,75.45,1,4765,13.3,0,0,0,1,1
Area 3935,19.61,30.7,25.16,61.63,50.94,0,4320,10.44,1,1,1,0,0
Area 3936,23.2,34.63,28.91,18.35,78.05,0,7674,12.19,0,0,1,0,0
Area 3937,21.26,27.14,24.2,67.91,76.05,0,6270,12.14,1,0,0,1,0
Area 3938,17.4,31.34,24.37,76.34,85.2,0,411,10.81,0,1,1,1,1
Area 3939,17.56,26.46,22.01,42.93,41.69,0,5534,12.37,1,1,1,1,0
Area 3940,21.27,29.41,25.34,86.16,62.38,0,501,12.01,0,1,1,1,1
Area 3941,26.36,35.98,31.17,15.07,73.96,1,5654,12.04,0,0,1,1,1
Area 3942,28.47,37.37,32.92,27.88,44.76,1,1696,11.44,0,0,1,0,1
Area 3943,16.26,29.9,23.08,9.35,60.53,0,221,13.35,0,1,0,0,0
Area 3944,20.9,35.19,28.04,21.09,87.11,0,850,10.34,1,0,1,0,0
Area 3945,16.5,24.54,20.52,23.87,61.8,0,205,11.75,0,1,1,0,0
Area 3946,15.25,28.89,22.07,91.76,89.27,1,7034,11.04,1,0,1,0,1
Area 3947,24.93,37.74,31.33,7.81,42.84,0,9351,13.39,0,0,0,1,0
Area 3948,24.04,38.34,31.19,42.74,75.89,1,3338,10.9,0,0,1,1,1
Area 3949,17.45,24.9,21.17,53.24,69.05,0,1344,13.07,1,1,0,1,0
Area 3950,18.51,29.28,23.89,89.87,65.03,1,8367,12.45,0,1,1,0,1
Area 3951,15.36,23.1,19.23,99.77,88.54,1,6965,13.5,1,1,1,0,1
Area 3952,27.52,40.77,34.14,75.34,46.48,1,9301,12.38,0,1,1,1,1
Area 3953,29.62,34.67,32.15,97.08,84.8,0,3382,12.23,0,0,1,1,0
Area 3954,17.03,27.68,22.36,78.71,74.56,0,2375,13.2,0,0,1,0,0
Area 3955,18.47,26.86,22.67,96.32,52.95,0,3908,12.25,1,0,1,0,0
Area 3956,28.03,36.25,32.14,70.73,85.08,0,8744,13.38,0,1,1,0,1
Area 3957,28.9,40.35,34.62,7.98,61.46,0,865,10.2,1,1,1,0,0
Area 3958,21.29,34.81,28.05,40.19,80.71,0,4682,11.98,1,1,0,1,0
Area 3959,15.76,26.85,21.31,64.66,59.44,0,2815,13.25,1,1,0,0,0
Area 3960,15.59,29.12,22.36,35.07,82.55,0,1597,13.39,1,0,1,0,0
Area 3961,23.61,31.26,27.43,27.34,71.83,0,2938,13.34,1,0,1,1,0
Area 3962,20.89,31.09,25.99,57.74,47.05,0,6136,12.42,0,1,0,1,0
Area 3963,15.43,24.94,20.18,93.35,72.48,0,5166,13.98,1,0,0,1,0
Area 3964,23.75,28.87,26.31,3.5,49.57,0,589,10.73,1,0,0,0,0
Area 3965,15.17,25.74,20.45,76.92,60.6,1,6474,10.7,0,0,1,0,1
Area 3966,26.81,38.43,32.62,72.27,48.51,0,2035,10.13,0,1,1,1,1
Area 3967,19.6,30.52,25.06,96.4,41.1,0,2849,13.96,0,0,0,1,0
Area 3968,15.6,27.97,21.79,93.07,50.59,0,9395,11.39,0,0,1,1,0
Area 3969,23.83,34.54,29.18,76.22,66.82,0,7912,13.05,0,0,1,1,0
Area 3970,20.97,26.63,23.8,52.04,64.08,0,9891,10.24,1,0,0,0,0
Area 3971,29.61,35.77,32.69,20.43,65.07,1,7564,11.19,1,0,0,1,0
Area 3972,23.16,34.13,28.65,54.52,52.38,0,7877,12.5,1,0,0,1,0
Area 3973,19.13,26.88,23.0,76.54,74.26,0,8517,12.1,0,0,1,1,0
Area 3974,25.64,31.44,28.54,89.57,75.21,0,6386,10.83,0,0,1,1,0
Area 3975,19.07,28.37,23.72,78.97,57.9,0,4249,11.85,1,0,0,1,0
Area 3976,28.56,39.11,33.84,19.53,84.06,1,5948,10.44,1,0,0,1,1
Area 3977,20.62,28.91,24.76,59.97,72.2,0,7756,12.17,1,0,0,0,0
Area 3978,23.25,35.45,29.35,33.22,75.65,1,2445,10.39,1,1,1,1,1
Area 3979,15.76,27.2,21.48,0.92,53.87,0,5649,12.54,1,1,1,1,0
Area 3980,21.39,29.72,25.56,20.02,40.03,1,6780,10.62,1,1,0,0,1
Area 3981,27.49,40.03,33.76,11.32,83.27,0,8870,12.19,0,1,1,1,1
Area 3982,27.08,38.57,32.83,84.27,81.12,0,1798,10.52,0,0,1,1,0
Area 3983,18.36,29.74,24.05,25.85,46.16,1,7084,11.6,0,1,0,0,1
Area 3984,18.39,28.93,23.66,28.47,58.71,0,6137,11.41,1,1,1,1,0
Area 3985,27.26,32.37,29.82,95.99,73.07,0,5356,13.03,1,1,0,0,0
Area 3986,28.96,40.92,34.94,37.91,72.61,0,6651,12.56,0,0,0,0,0
Area 3987,16.43,25.19,20.81,0.96,83.02,0,378,13.75,0,0,0,1,0
Area 3988,21.75,36.18,28.96,28.38,47.01,0,1568,13.69,0,1,1,0,0
Area 3989,20.06,33.24,26.65,11.93,61.5,0,9232,12.9,1,0,0,0,0
Area 3990,28.06,38.94,33.5,10.28,44.86,0,2418,13.08,0,0,1,1,0
Area 3991,16.25,23.77,20.01,7.75,59.48,0,4636,12.5,0,0,1,1,0
Area 3992,18.17,25.2,21.69,59.33,40.76,0,5447,12.77,0,0,1,1,0
Area 3993,26.29,34.69,30.49,18.93,84.91,0,6039,12.47,1,1,1,0,0
Area 3994,15.77,25.54,20.65,36.12,66.35,1,1883,11.25,0,1,0,1,1
Area 3995,22.39,30.35,26.37,86.2,82.49,0,6730,11.4,0,1,1,0,1
Area 3996,21.63,31.78,26.71,42.43,43.0,1,3326,12.3,0,0,1,1,1
Area 3997,20.02,26.67,23.34,91.57,51.37,0,9277,12.88,1,1,0,1,0
Area 3998,20.92,35.7,28.31,49.79,52.97,0,2919,11.62,0,0,0,1,0
Area 3999,22.95,29.03,25.99,39.88,59.33,0,4070,10.57,0,1,0,1,0
Area 4000,17.42,31.74,24.58,75.04,80.14,0,524,11.84,0,0,0,0,0
Area 4001,23.58,37.72,30.65,7.32,59.33,0,2205,13.85,0,1,0,0,0
Area 4002,27.08,37.34,32.21,8.95,50.23,0,2570,10.86,1,1,1,0,0
Area 4003,26.4,38.65,32.53,65.2,43.25,0,5994,12.6,0,1,0,1,0
Area 4004,17.31,26.67,21.99,48.69,43.97,1,3894,13.93,0,1,0,0,1
Area 4005,17.24,28.54,22.89,79.04,78.0,1,2991,11.5,1,0,1,0,1
Area 4006,19.02,27.43,23.23,91.63,62.24,0,9975,13.55,1,0,1,0,0
Area 4007,20.42,28.43,24.42,38.84,76.31,0,3247,13.46,0,1,0,1,1
Area 4008,21.13,31.91,26.52,59.64,74.11,0,4151,11.36,0,0,1,1,0
Area 4009,25.2,35.18,30.19,50.07,46.77,0,3751,10.39,1,1,0,1,0
Area 4010,15.85,26.65,21.25,98.16,47.14,0,8001,10.71,0,0,1,0,0
Area 4011,15.52,23.39,19.45,83.11,77.77,0,1274,11.46,1,0,0,1,0
Area 4012,20.88,29.55,25.21,91.17,76.06,1,3049,13.84,1,0,0,0,0
Area 4013,25.46,31.3,28.38,25.43,58.9,0,8728,11.1,1,1,1,1,0
Area 4014,17.9,23.42,20.66,77.25,43.87,0,6216,13.71,1,1,0,1,0
Area 4015,24.62,32.16,28.39,26.55,40.6,1,334,10.73,0,1,0,0,1
Area 4016,18.9,24.64,21.77,20.87,54.41,0,8012,13.88,0,0,1,0,0
Area 4017,28.29,34.33,31.31,94.43,40.46,0,4870,11.17,0,0,1,1,0
Area 4018,28.44,41.56,35.0,1.93,51.5,1,5228,12.53,1,1,0,0,1
Area 4019,19.46,24.85,22.15,96.54,60.98,0,4956,10.28,1,0,0,0,0
Area 4020,18.45,30.04,24.24,14.93,46.07,0,8259,11.2,0,1,1,1,1
Area 4021,21.17,28.9,25.03,81.94,45.21,0,2574,10.84,1,1,1,0,0
Area 4022,18.61,32.32,25.47,27.59,84.82,0,326,10.01,0,1,1,1,1
Area 4023,25.09,34.94,30.01,35.07,69.27,1,6260,10.63,0,1,1,0,1
Area 4024,27.39,35.45,31.42,21.68,86.72,0,4901,12.37,0,0,1,1,0
Area 4025,25.1,35.27,30.18,58.55,57.29,0,5457,11.56,0,1,0,0,0
Area 4026,27.37,36.18,31.78,34.81,73.86,0,7648,12.89,1,0,1,0,0
Area 4027,20.95,31.6,26.28,65.74,50.23,1,4095,12.68,0,1,0,1,1
Area 4028,17.34,23.49,20.42,1.56,70.92,0,1510,13.2,0,0,0,0,0
Area 4029,26.07,41.04,33.55,6.44,46.48,0,4864,13.47,1,1,0,1,0
Area 4030,20.41,29.66,25.03,9.97,40.1,1,1437,13.28,1,0,0,1,0
Area 4031,25.07,33.55,29.31,41.9,86.58,1,5520,11.79,0,1,0,0,1
Area 4032,19.06,31.16,25.11,81.48,67.74,0,217,11.23,1,1,1,1,0
Area 4033,16.22,24.86,20.54,88.82,86.35,0,1968,12.01,0,1,0,1,1
Area 4034,29.89,43.22,36.56,24.48,56.69,0,2197,12.14,0,1,1,0,0
Area 4035,17.34,26.89,22.11,57.44,56.39,0,1913,11.25,0,1,1,0,0
Area 4036,29.83,42.02,35.92,76.84,60.03,0,9879,12.16,1,1,0,1,0
Area 4037,29.66,35.73,32.7,28.88,75.3,0,8834,10.42,1,1,1,1,0
Area 4038,26.91,40.37,33.64,40.9,68.29,0,2474,10.92,0,1,0,1,1
Area 4039,24.89,37.25,31.07,52.4,86.27,0,1626,12.98,0,1,0,1,1
Area 4040,23.67,30.78,27.23,13.49,41.27,1,7187,10.73,0,1,1,1,1
Area 4041,27.99,34.44,31.22,2.6,75.41,0,9561,10.56,1,0,0,0,0
Area 4042,19.34,27.5,23.42,15.28,56.52,0,8893,11.15,1,1,1,1,0
Area 4043,22.02,36.78,29.4,62.69,49.01,1,3714,11.48,1,1,1,0,1
Area 4044,24.29,31.86,28.08,7.36,65.52,0,2249,11.31,0,0,0,1,0
Area 4045,21.17,30.73,25.95,18.97,65.25,0,3401,11.5,0,0,1,1,0
Area 4046,21.41,26.71,24.06,33.79,46.85,0,8679,10.56,0,1,1,1,1
Area 4047,19.95,28.93,24.44,7.79,50.09,0,3780,10.66,0,1,1,1,1
Area 4048,23.46,34.18,28.82,19.17,60.41,0,9894,10.94,0,0,0,1,0
Area 4049,27.76,42.29,35.02,91.13,60.44,0,3382,11.61,1,1,1,0,0
Area 4050,18.02,28.19,23.11,1.93,55.88,0,2796,11.34,1,0,0,0,0
Area 4051,29.02,42.21,35.61,65.34,47.43,0,4251,13.17,1,0,1,1,0
Area 4052,25.34,35.81,30.57,38.44,40.22,0,1405,12.1,0,0,0,0,0
Area 4053,27.35,32.76,30.05,67.26,88.51,0,816,12.3,0,1,1,1,1
Area 4054,23.34,31.49,27.42,58.87,87.17,0,5945,12.24,0,0,0,0,0
Area 4055,26.69,37.45,32.07,22.35,64.18,0,5858,11.6,0,0,1,1,0
Area 4056,15.24,29.75,22.5,84.72,89.75,1,3755,13.92,0,0,1,1,1
Area 4057,27.28,40.87,34.07,49.19,73.68,0,6459,10.15,1,0,0,0,0
Area 4058,15.6,22.89,19.24,82.25,43.44,0,8605,10.86,1,0,0,0,0
Area 4059,28.35,35.55,31.95,40.6,45.89,0,2380,11.14,0,0,0,0,0
Area 4060,29.88,36.89,33.39,98.47,85.81,0,2722,13.53,0,0,0,1,0
Area 4061,19.41,33.64,26.52,77.05,71.5,1,9179,13.68,0,1,1,0,1
Area 4062,18.15,31.68,24.92,96.6,82.16,1,4442,13.38,0,0,1,0,1
Area 4063,26.48,39.23,32.85,51.43,84.91,0,2589,11.67,1,1,0,0,0
Area 4064,18.8,27.72,23.26,47.37,62.4,1,2022,13.66,1,0,1,1,1
Area 4065,27.98,38.03,33.01,75.55,42.43,0,6378,10.39,0,1,0,0,0
Area 4066,16.54,26.19,21.36,88.03,49.41,1,8215,12.61,0,0,1,1,1
Area 4067,16.89,24.42,20.66,96.41,43.33,0,8149,13.75,0,1,1,0,0
Area 4068,29.69,39.74,34.71,32.46,49.44,0,4129,13.02,1,0,1,1,0
Area 4069,25.11,30.41,27.76,79.87,60.53,1,3163,11.11,0,1,1,1,1
Area 4070,27.7,34.02,30.86,21.06,45.91,0,8452,12.87,0,0,1,0,0
Area 4071,19.86,33.73,26.8,54.56,48.34,1,9775,11.18,0,0,1,0,1
Area 4072,25.15,37.66,31.41,17.98,62.29,0,3992,10.45,0,1,1,0,0
Area 4073,23.91,33.14,28.53,34.74,57.01,0,1837,12.87,0,1,1,0,0
Area 4074,24.05,34.22,29.13,93.14,63.38,0,4320,10.72,0,1,0,1,0
Area 4075,25.24,33.94,29.59,14.61,61.46,0,7180,10.44,0,1,1,0,0
Area 4076,23.63,36.04,29.83,63.24,72.22,0,9662,12.21,0,0,0,1,0
Area 4077,21.44,34.28,27.86,59.3,86.86,0,3495,12.48,0,1,1,0,1
Area 4078,19.14,31.77,25.46,12.07,45.39,0,2554,10.2,0,1,1,1,1
Area 4079,26.53,38.75,32.64,32.6,44.96,1,5057,10.02,1,0,1,0,0
Area 4080,18.39,25.44,21.92,56.3,82.64,0,2387,13.53,0,1,1,1,1
Area 4081,25.39,33.77,29.58,18.72,65.32,1,9528,10.46,0,1,0,1,1
Area 4082,18.5,28.2,23.35,80.06,78.32,0,8250,12.34,0,0,0,1,0
Area 4083,24.38,32.69,28.53,97.22,50.77,0,6392,13.81,0,0,0,0,0
Area 4084,26.21,38.76,32.48,21.48,81.44,0,9498,12.05,0,0,0,1,0
Area 4085,18.28,26.57,22.43,18.69,86.19,1,8796,10.56,1,1,1,1,1
Area 4086,15.9,22.28,19.09,45.49,71.77,0,9695,11.57,0,1,1,0,1
Area 4087,16.96,25.96,21.46,74.78,45.29,0,3833,12.5,1,1,1,1,0
Area 4088,24.09,38.89,31.49,28.16,84.76,1,8992,13.05,1,1,1,1,1
Area 4089,27.74,35.0,31.37,1.99,79.62,0,5213,12.43,1,0,0,0,0
Area 4090,15.67,26.8,21.24,54.12,77.54,1,3105,10.14,0,0,0,1,1
Area 4091,26.01,35.34,30.68,95.66,41.84,0,4890,10.57,0,1,0,0,0
Area 4092,20.12,25.83,22.97,39.13,79.95,0,110,11.49,1,1,0,1,0
Area 4093,22.18,32.06,27.12,42.01,46.9,0,5321,12.82,0,0,0,1,0
Area 4094,28.93,40.95,34.94,96.89,51.12,0,3777,12.34,0,0,0,0,0
Area 4095,19.98,30.11,25.05,69.46,68.86,1,9264,10.18,1,0,0,1,1
Area 4096,21.98,35.7,28.84,71.92,53.25,1,7434,13.19,1,0,1,0,0
Area 4097,15.21,23.09,19.15,56.27,73.07,0,5264,12.42,0,0,0,0,0
Area 4098,16.22,22.09,19.16,97.46,70.4,1,9133,13.55,0,0,0,0,1
Area 4099,18.88,33.24,26.06,68.89,45.41,0,6960,11.67,0,0,0,1,0
Area 4100,15.42,24.2,19.81,89.5,72.8,0,8205,11.96,0,1,0,0,0
Area 4101,24.47,35.23,29.85,69.94,86.2,0,384,11.62,0,1,1,0,1
Area 4102,21.4,34.32,27.86,73.51,48.06,0,6643,12.89,1,1,1,0,0
Area 4103,23.22,31.47,27.34,29.04,69.85,0,5670,13.01,1,1,0,0,0
Area 4104,17.62,29.78,23.7,30.35,57.09,0,5831,12.89,1,1,0,1,0
Area 4105,19.44,25.79,22.62,78.3,62.98,0,7711,11.17,0,0,1,1,0
Area 4106,24.96,32.87,28.91,29.67,54.35,1,2535,12.54,0,0,0,0,1
Area 4107,29.48,35.93,32.7,56.28,57.71,1,7623,11.35,1,1,0,1,1
Area 4108,15.76,28.87,22.31,24.94,41.45,0,1129,13.34,1,0,1,0,0
Area 4109,28.36,35.58,31.97,81.7,89.08,0,6684,10.22,1,0,0,1,0
Area 4110,23.65,35.83,29.74,11.05,71.24,0,8191,10.15,0,1,0,1,1
Area 4111,23.46,37.89,30.68,82.94,65.04,1,4551,10.41,1,0,0,0,0
Area 4112,22.5,32.78,27.64,60.27,59.19,0,3066,10.81,0,1,0,0,0
Area 4113,16.04,26.44,21.24,18.69,66.97,0,7855,10.15,1,1,0,1,0
Area 4114,16.35,25.96,21.15,54.2,59.01,1,653,10.29,1,0,0,1,0
Area 4115,24.01,32.27,28.14,28.25,58.0,0,367,11.22,0,0,1,0,0
Area 4116,20.11,29.87,24.99,32.35,63.2,0,7235,10.4,1,0,0,1,0
Area 4117,28.76,39.79,34.27,35.15,53.8,0,1340,13.21,0,1,0,1,0
Area 4118,21.1,35.96,28.53,6.33,49.0,0,4259,10.22,1,0,1,1,0
Area 4119,17.15,31.53,24.34,98.6,67.83,1,2589,13.63,1,0,1,1,1
Area 4120,25.72,39.34,32.53,3.15,82.14,0,7958,13.48,1,0,0,0,0
Area 4121,19.4,33.29,26.35,66.25,47.64,0,5494,10.83,0,0,1,0,0
Area 4122,22.88,32.56,27.72,37.12,41.64,0,8761,10.29,0,1,1,0,0
Area 4123,25.47,37.04,31.25,64.6,52.34,0,3387,10.42,1,0,1,0,0
Area 4124,28.5,42.45,35.48,35.62,88.99,0,2119,12.24,0,1,0,1,1
Area 4125,26.88,35.81,31.35,67.38,81.44,0,9881,12.4,1,1,0,0,0
Area 4126,25.15,39.76,32.45,72.92,69.79,0,5413,11.26,1,1,1,0,0
Area 4127,25.19,34.35,29.77,69.06,86.46,0,4417,11.19,1,1,0,1,0
Area 4128,29.19,40.2,34.69,11.4,62.26,0,5924,12.13,1,1,1,1,0
Area 4129,19.44,31.54,25.49,65.69,89.16,0,9711,11.22,0,1,0,1,1
Area 4130,15.02,29.52,22.27,28.0,54.82,1,9172,13.74,0,1,1,0,1
Area 4131,19.08,26.53,22.8,2.88,52.02,0,938,11.53,1,1,0,0,0
Area 4132,18.27,30.73,24.5,41.48,71.9,1,9043,10.88,1,0,0,0,0
Area 4133,24.93,35.14,30.03,43.35,58.91,0,8561,10.58,1,1,1,1,0
Area 4134,24.51,32.19,28.35,46.72,71.32,1,4927,12.53,0,0,1,0,1
Area 4135,23.9,36.67,30.28,70.48,55.25,0,7087,11.31,1,0,0,0,0
Area 4136,15.24,25.77,20.5,30.88,70.9,0,3603,10.76,1,1,0,0,0
Area 4137,25.93,37.54,31.74,31.53,53.79,0,7924,11.1,0,0,0,0,0
Area 4138,19.85,28.08,23.97,6.06,42.55,0,2175,11.23,1,1,0,0,0
Area 4139,24.98,34.79,29.88,68.68,85.61,1,1412,12.5,1,0,0,1,1
Area 4140,23.35,34.52,28.94,56.78,84.16,0,2384,10.7,1,1,1,0,0
Area 4141,20.14,29.19,24.67,34.94,88.54,0,8675,12.93,1,1,1,0,0
Area 4142,17.02,24.0,20.51,70.52,75.83,1,2908,11.22,0,1,1,0,1
Area 4143,16.42,31.03,23.72,53.74,74.14,0,9095,11.95,0,0,1,1,0
Area 4144,27.47,37.59,32.53,46.92,67.95,0,9388,12.62,0,0,1,0,0
Area 4145,28.78,41.12,34.95,51.13,46.3,0,6621,12.17,0,1,1,1,1
Area 4146,24.75,33.86,29.3,63.63,49.46,0,6455,12.65,0,0,1,0,0
Area 4147,16.55,25.1,20.83,66.0,54.47,1,3819,11.29,0,0,0,0,1
Area 4148,21.03,30.1,25.57,28.9,84.51,0,4871,13.85,1,1,1,1,0
